"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Dec 04 14:22:41 IST 2025","Thu Dec 04 14:22:41 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkExpendedDataInDepartmentsTable_7454Test","checkExpendedDataInDepartmentsTable_7454Test",""
"broken","Thu Dec 04 14:39:27 IST 2025","Thu Dec 04 14:40:51 IST 2025","84354","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkAmenityRadiusOptions_6023Test","checkAmenityRadiusOptions_6023Test",""
"broken","Thu Dec 04 15:28:36 IST 2025","Thu Dec 04 15:30:14 IST 2025","97176","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","transactionClustersOnMapBasic_6021Test","transactionClustersOnMapBasic_6021Test",""
"broken","Thu Dec 04 15:55:28 IST 2025","Thu Dec 04 15:57:37 IST 2025","128720","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkAddressPropertyDetailsPage_3868Test","checkAddressPropertyDetailsPage_3868Test",""
"broken","Thu Dec 04 19:20:02 IST 2025","Thu Dec 04 19:20:54 IST 2025","52254","Retail sector failed test cases Suite","Test","markets.CitySelectionPageTest","markets.CitySelectionPageTest","defaultCitySelection_MKT_I241","defaultCitySelection_MKT_I241",""
"skipped","Thu Dec 04 14:26:15 IST 2025","Thu Dec 04 14:26:15 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkShowONMapToolTipRentMallWise_7651Test","checkShowONMapToolTipRentMallWise_7651Test",""
"broken","Thu Dec 04 16:44:37 IST 2025","Thu Dec 04 16:44:37 IST 2025","0","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","bmConfig","bmConfig",""
"skipped","Thu Dec 04 17:58:53 IST 2025","Thu Dec 04 17:58:53 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyTotalWarehousesForPreviousYear_TC8188","verifyTotalWarehousesForPreviousYear_TC8188",""
"skipped","Thu Dec 04 14:26:51 IST 2025","Thu Dec 04 14:26:51 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkShowRestultsDDOptionsTenants_7460Test","checkShowRestultsDDOptionsTenants_7460Test",""
"skipped","Thu Dec 04 19:34:24 IST 2025","Thu Dec 04 19:34:24 IST 2025","0","Retail sector failed test cases Suite","Test","markets.NotificationTest","markets.NotificationTest","selectMarketsNewsAndVerifyMKT_244","selectMarketsNewsAndVerifyMKT_244",""
"skipped","Thu Dec 04 17:54:09 IST 2025","Thu Dec 04 17:54:09 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyPropertyNameUnderlineIsBlue_Arabic_PropertiesTable_TC9292","verifyPropertyNameUnderlineIsBlue_Arabic_PropertiesTable_TC9292",""
"skipped","Thu Dec 04 17:56:17 IST 2025","Thu Dec 04 17:56:17 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyTop5NeighborhoodsBoxForPreviousYear_TC10534","verifyTop5NeighborhoodsBoxForPreviousYear_TC10534",""
"broken","Thu Dec 04 17:00:07 IST 2025","Thu Dec 04 17:00:53 IST 2025","45547","Retail sector failed test cases Suite","Test","markets.ForgotPasswordPageTest","markets.ForgotPasswordPageTest","verifyTextsInForgotPasswordPageMKT_I72","verifyTextsInForgotPasswordPageMKT_I72",""
"passed","Thu Dec 04 15:00:01 IST 2025","Thu Dec 04 15:00:53 IST 2025","52107","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkIconForAmenityFilterOnMap_4373Test","checkIconForAmenityFilterOnMap_4373Test",""
"broken","Thu Dec 04 15:09:52 IST 2025","Thu Dec 04 15:11:08 IST 2025","76474","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkTruncatedText3dotsGlobalSearchArabic_3566Test","checkTruncatedText3dotsGlobalSearchArabic_3566Test",""
"skipped","Thu Dec 04 16:05:12 IST 2025","Thu Dec 04 16:05:12 IST 2025","0","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","validatePropertyNameInPropertyDetailsPage_8155Test","validatePropertyNameInPropertyDetailsPage_8155Test",""
"skipped","Thu Dec 04 14:22:59 IST 2025","Thu Dec 04 14:22:59 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkExpendedDataInRentUnitSizeWiseTableTextPart2_7014Test","checkExpendedDataInRentUnitSizeWiseTableTextPart2_7014Test",""
"passed","Thu Dec 04 16:16:30 IST 2025","Thu Dec 04 16:16:56 IST 2025","25467","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyAdjustedByEstaterTeamText_UnitTransactions_TC6411","verifyAdjustedByEstaterTeamText_UnitTransactions_TC6411",""
"broken","Thu Dec 04 15:11:18 IST 2025","Thu Dec 04 15:12:31 IST 2025","73611","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkUnitTransactionsOnMapBasic_6027Test","checkUnitTransactionsOnMapBasic_6027Test",""
"skipped","Thu Dec 04 16:21:04 IST 2025","Thu Dec 04 16:21:04 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyReportViewLabelAppearsOnHover_TC6671","verifyReportViewLabelAppearsOnHover_TC6671",""
"skipped","Thu Dec 04 14:28:50 IST 2025","Thu Dec 04 14:28:50 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","varifyDepartmentsTableCount_7435Test","varifyDepartmentsTableCount_7435Test",""
"skipped","Thu Dec 04 16:03:18 IST 2025","Thu Dec 04 16:03:18 IST 2025","1","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkNullPropertyName_PropertyDetailsPage_8353Test","checkNullPropertyName_PropertyDetailsPage_8353Test",""
"skipped","Thu Dec 04 18:03:00 IST 2025","Thu Dec 04 18:03:00 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyPreviousPageLabelAppearsOnHover_PropertiesTable_TC8955","verifyPreviousPageLabelAppearsOnHover_PropertiesTable_TC8955",""
"broken","Thu Dec 04 14:50:55 IST 2025","Thu Dec 04 14:52:08 IST 2025","72913","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkFirstSectionLegend_ClusterInfoBasic_6012Test","checkFirstSectionLegend_ClusterInfoBasic_6012Test",""
"skipped","Thu Dec 04 18:00:29 IST 2025","Thu Dec 04 18:00:29 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyName_2ndGraph_TC8521","verifyName_2ndGraph_TC8521",""
"passed","Thu Dec 04 17:41:07 IST 2025","Thu Dec 04 17:41:31 IST 2025","24888","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyGradeOrder_WarehouseRental_TC9689","verifyGradeOrder_WarehouseRental_TC9689",""
"skipped","Thu Dec 04 16:45:28 IST 2025","Thu Dec 04 16:45:28 IST 2025","0","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","checkTableColumnsSameAsDownloadedExcel_7531_7533Test","checkTableColumnsSameAsDownloadedExcel_7531_7533Test",""
"skipped","Thu Dec 04 14:25:58 IST 2025","Thu Dec 04 14:25:58 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkRetailInventoryReportDisplayed_3839Test","checkRetailInventoryReportDisplayed_3839Test",""
"skipped","Thu Dec 04 14:27:07 IST 2025","Thu Dec 04 14:27:07 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkShowResultsInDDRentUnitSizeWise_6945Test","checkShowResultsInDDRentUnitSizeWise_6945Test",""
"skipped","Thu Dec 04 16:28:33 IST 2025","Thu Dec 04 16:28:33 IST 2025","1","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyPropertyNameFunctionality_PropertyTransactionTable_TC5560","verifyPropertyNameFunctionality_PropertyTransactionTable_TC5560",""
"skipped","Thu Dec 04 17:52:28 IST 2025","Thu Dec 04 17:52:28 IST 2025","1","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyGraphName_ArabicMode_TC10099","verifyGraphName_ArabicMode_TC10099",""
"skipped","Thu Dec 04 19:24:07 IST 2025","Thu Dec 04 19:24:07 IST 2025","0","Retail sector failed test cases Suite","Test","markets.CitySelectionPageTest","markets.CitySelectionPageTest","is2ndCitySelectionPageContents_MKT_I241","is2ndCitySelectionPageContents_MKT_I241",""
"skipped","Thu Dec 04 19:22:22 IST 2025","Thu Dec 04 19:22:22 IST 2025","3","Retail sector failed test cases Suite","Test","markets.CitySelectionPageTest","markets.CitySelectionPageTest","isCitySelectionPageContents_MKT_I241","isCitySelectionPageContents_MKT_I241",""
"skipped","Thu Dec 04 17:55:14 IST 2025","Thu Dec 04 17:55:14 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyShowOnMapLabelAppearsOnHover_Arabic_ProjectsTable_WarehouseRental_TC9295","verifyShowOnMapLabelAppearsOnHover_Arabic_ProjectsTable_WarehouseRental_TC9295",""
"skipped","Thu Dec 04 16:18:46 IST 2025","Thu Dec 04 16:18:46 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyTrailing12MonthText_AvgUnitsTransactionRateBox_TC6464","verifyTrailing12MonthText_AvgUnitsTransactionRateBox_TC6464",""
"skipped","Thu Dec 04 17:52:51 IST 2025","Thu Dec 04 17:52:51 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyHeaderBarContent_Warehouse_Rental_TC4468","verifyHeaderBarContent_Warehouse_Rental_TC4468",""
"broken","Thu Dec 04 15:24:41 IST 2025","Thu Dec 04 15:25:55 IST 2025","73431","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","globalAmenitySearchLatLong_3622Test","globalAmenitySearchLatLong_3622Test",""
"skipped","Thu Dec 04 16:19:36 IST 2025","Thu Dec 04 16:19:36 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyDateRangeDescription_AvgUnitsTransactionRateBox_TC6460","verifyDateRangeDescription_AvgUnitsTransactionRateBox_TC6460",""
"broken","Thu Dec 04 17:17:49 IST 2025","Thu Dec 04 17:19:03 IST 2025","73499","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyAverageRentRateBox_Arabic_TC9644","verifyAverageRentRateBox_Arabic_TC9644",""
"skipped","Thu Dec 04 16:29:49 IST 2025","Thu Dec 04 16:29:49 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyFirstBtnFxnality_PropertyTransactionTable_TC7318","verifyFirstBtnFxnality_PropertyTransactionTable_TC7318",""
"skipped","Thu Dec 04 14:27:29 IST 2025","Thu Dec 04 14:27:29 IST 2025","2","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkShowResultsInDepartments_7456Test","checkShowResultsInDepartments_7456Test",""
"broken","Thu Dec 04 15:46:06 IST 2025","Thu Dec 04 15:46:53 IST 2025","46795","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","globalAmenitySearchLatLongInvalid_3625Test","globalAmenitySearchLatLongInvalid_3625Test",""
"skipped","Thu Dec 04 17:56:09 IST 2025","Thu Dec 04 17:56:09 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyTop5NeighborhoodsBoxForCurrentYear_TC10531","verifyTop5NeighborhoodsBoxForCurrentYear_TC10531",""
"skipped","Thu Dec 04 16:03:30 IST 2025","Thu Dec 04 16:03:30 IST 2025","0","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkPropertyNameWithUID_PropertyDetailsPage_8356Test","checkPropertyNameWithUID_PropertyDetailsPage_8356Test",""
"skipped","Thu Dec 04 16:28:20 IST 2025","Thu Dec 04 16:28:20 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyShowOnMapAction_UnitTransactionTable_TC4295","verifyShowOnMapAction_UnitTransactionTable_TC4295",""
"skipped","Thu Dec 04 16:45:41 IST 2025","Thu Dec 04 16:45:41 IST 2025","0","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","sortPropertiesTableColumns_7555Test","sortPropertiesTableColumns_7555Test",""
"passed","Thu Dec 04 14:59:08 IST 2025","Thu Dec 04 14:59:53 IST 2025","44614","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkGlobalSearchWatermarkArabic_3609Test","checkGlobalSearchWatermarkArabic_3609Test",""
"skipped","Thu Dec 04 14:21:44 IST 2025","Thu Dec 04 14:21:44 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkDownloadExcelButtonRentMallWiseTable_5274_5277Test","checkDownloadExcelButtonRentMallWiseTable_5274_5277Test",""
"skipped","Thu Dec 04 14:29:58 IST 2025","Thu Dec 04 14:29:58 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","verifyPaginationButtonFxnalityTenants_7431Test","verifyPaginationButtonFxnalityTenants_7431Test",""
"passed","Thu Dec 04 14:14:35 IST 2025","Thu Dec 04 14:15:07 IST 2025","32720","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkCollapsibleIconRentMallWise_5888Test","checkCollapsibleIconRentMallWise_5888Test",""
"failed","Thu Dec 04 16:11:01 IST 2025","Thu Dec 04 16:11:46 IST 2025","45272","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyPropertyTransactionsTableColumnsUI_TC4279","verifyPropertyTransactionsTableColumnsUI_TC4279",""
"passed","Thu Dec 04 16:11:56 IST 2025","Thu Dec 04 16:12:20 IST 2025","23474","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyAdjustedByEstaterTeamText_PropertyTransactions_TC6407","verifyAdjustedByEstaterTeamText_PropertyTransactions_TC6407",""
"skipped","Thu Dec 04 16:03:04 IST 2025","Thu Dec 04 16:03:04 IST 2025","0","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkNoCornerValue_PropDetailsPg_14151Test","checkNoCornerValue_PropDetailsPg_14151Test",""
"broken","Thu Dec 04 15:58:43 IST 2025","Thu Dec 04 15:59:49 IST 2025","66108","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkConstructionStatusIfNotUploaded_PropertyDetailsPage_8346Test","checkConstructionStatusIfNotUploaded_PropertyDetailsPage_8346Test",""
"skipped","Thu Dec 04 16:30:19 IST 2025","Thu Dec 04 16:30:19 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyNextBtnFxnality_UnitTransactionTable_TC7320","verifyNextBtnFxnality_UnitTransactionTable_TC7320",""
"skipped","Thu Dec 04 16:04:46 IST 2025","Thu Dec 04 16:04:46 IST 2025","0","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkYearOfBuildIfNotUploaded_PropertyDetailsPage_8350Test","checkYearOfBuildIfNotUploaded_PropertyDetailsPage_8350Test",""
"failed","Thu Dec 04 17:30:25 IST 2025","Thu Dec 04 17:31:15 IST 2025","50223","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyDropdownValuesDisplayed_1stGraph_ArabicMode_TC9240","verifyDropdownValuesDisplayed_1stGraph_ArabicMode_TC9240",""
"passed","Thu Dec 04 16:40:23 IST 2025","Thu Dec 04 16:40:48 IST 2025","25200","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","checkAsOfNowCurrentDateOverview_7488_7490_7493Test","checkAsOfNowCurrentDateOverview_7488_7490_7493Test",""
"skipped","Thu Dec 04 14:28:14 IST 2025","Thu Dec 04 14:28:14 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkTenantsTableTitle_7422Test","checkTenantsTableTitle_7422Test",""
"skipped","Thu Dec 04 16:21:32 IST 2025","Thu Dec 04 16:21:32 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyDownloadLabelAppearsOnHover_PropertyTransactionsTable_TC6660","verifyDownloadLabelAppearsOnHover_PropertyTransactionsTable_TC6660",""
"skipped","Thu Dec 04 19:37:57 IST 2025","Thu Dec 04 19:37:57 IST 2025","0","Retail sector failed test cases Suite","Test","markets.NotificationTest","markets.NotificationTest","verifyNotificationsContents","verifyNotificationsContents",""
"skipped","Thu Dec 04 14:24:18 IST 2025","Thu Dec 04 14:24:18 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkPropertyPopupOnMap_5099Test","checkPropertyPopupOnMap_5099Test",""
"skipped","Thu Dec 04 16:35:28 IST 2025","Thu Dec 04 16:35:28 IST 2025","1","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","VerifyValueColumnInBlueColor_Value_UnitTransactionsTable_TC9596","VerifyValueColumnInBlueColor_Value_UnitTransactionsTable_TC9596",""
"skipped","Thu Dec 04 18:09:50 IST 2025","Thu Dec 04 18:09:50 IST 2025","1","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","VerifyPropertyNameInBlueColor_PropertiesTable_TC9136","VerifyPropertyNameInBlueColor_PropertiesTable_TC9136",""
"skipped","Thu Dec 04 16:29:24 IST 2025","Thu Dec 04 16:29:24 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyPreviousBtnFxnality_PropertyTransactionTable_TC7317","verifyPreviousBtnFxnality_PropertyTransactionTable_TC7317",""
"skipped","Thu Dec 04 16:17:45 IST 2025","Thu Dec 04 16:17:45 IST 2025","1","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyTrailing12MonthText_TotalPropertyTransactionsBox_TC6461","verifyTrailing12MonthText_TotalPropertyTransactionsBox_TC6461",""
"broken","Thu Dec 04 17:05:31 IST 2025","Thu Dec 04 17:06:26 IST 2025","55011","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","VerifyShowOnMapFunctionality_Arabic_ProjectsTable_TC9300","VerifyShowOnMapFunctionality_Arabic_ProjectsTable_TC9300",""
"skipped","Thu Dec 04 16:17:33 IST 2025","Thu Dec 04 16:17:33 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyLockedFunctionalitySubscriptionMessage_TC6442","verifyLockedFunctionalitySubscriptionMessage_TC6442",""
"skipped","Thu Dec 04 19:36:10 IST 2025","Thu Dec 04 19:36:10 IST 2025","0","Retail sector failed test cases Suite","Test","markets.NotificationTest","markets.NotificationTest","selectMarketsRecomAndVerifyMKT_244","selectMarketsRecomAndVerifyMKT_244",""
"passed","Thu Dec 04 16:40:59 IST 2025","Thu Dec 04 16:41:26 IST 2025","26854","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","checkDropDownNextToNeighborhoodHeading_7519Test","checkDropDownNextToNeighborhoodHeading_7519Test",""
"broken","Thu Dec 04 15:22:36 IST 2025","Thu Dec 04 15:24:32 IST 2025","115904","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","exploreProjectAndCheckTypeOnMap_6169Test","exploreProjectAndCheckTypeOnMap_6169Test",""
"skipped","Thu Dec 04 18:02:45 IST 2025","Thu Dec 04 18:02:45 IST 2025","1","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyDownloadLabelAppearsOnHover_PropertiesTable_TC8951","verifyDownloadLabelAppearsOnHover_PropertiesTable_TC8951",""
"skipped","Thu Dec 04 18:10:01 IST 2025","Thu Dec 04 18:10:01 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyPropertyNameUnderlineIsBlue_PropertiesTable_TC9137","verifyPropertyNameUnderlineIsBlue_PropertiesTable_TC9137",""
"skipped","Thu Dec 04 18:01:00 IST 2025","Thu Dec 04 18:01:00 IST 2025","1","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyShowWarningWhenAllGraphOptionsDeselected_2ndGraph_TC8547","verifyShowWarningWhenAllGraphOptionsDeselected_2ndGraph_TC8547",""
"passed","Thu Dec 04 16:50:11 IST 2025","Thu Dec 04 16:50:32 IST 2025","20835","Retail sector failed test cases Suite","Test","markets.SignUpPageTest","markets.SignUpPageTest","verifySignPageContentsMKT_I239","verifySignPageContentsMKT_I239",""
"skipped","Thu Dec 04 16:42:54 IST 2025","Thu Dec 04 16:42:54 IST 2025","1","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","checkGradesMax3OptionsClickable_YearWiseSupplyIncrementalsqm_GradeDD_7511Test","checkGradesMax3OptionsClickable_YearWiseSupplyIncrementalsqm_GradeDD_7511Test",""
"skipped","Thu Dec 04 18:02:29 IST 2025","Thu Dec 04 18:02:29 IST 2025","1","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyMapAndReportViewLabelAppearsOnHover_TC8960","verifyMapAndReportViewLabelAppearsOnHover_TC8960",""
"broken","Thu Dec 04 15:03:50 IST 2025","Thu Dec 04 15:04:44 IST 2025","53491","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkNeighbohoodChipOnMap_5104Test","checkNeighbohoodChipOnMap_5104Test",""
"skipped","Thu Dec 04 14:25:12 IST 2025","Thu Dec 04 14:25:12 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkRentMallWiseAllShowOnMapClickable_7646_7648Test","checkRentMallWiseAllShowOnMapClickable_7646_7648Test",""
"skipped","Thu Dec 04 18:12:36 IST 2025","Thu Dec 04 18:12:36 IST 2025","2","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyChangePageUsingInput_PropertiesTable_TC9635","verifyChangePageUsingInput_PropertiesTable_TC9635",""
"skipped","Thu Dec 04 16:43:56 IST 2025","Thu Dec 04 16:43:56 IST 2025","1","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","checkPropertyPopupOnMap_7553Test","checkPropertyPopupOnMap_7553Test",""
"skipped","Thu Dec 04 15:19:06 IST 2025","Thu Dec 04 15:19:06 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkCollpaseExpandCatchmentArabic_3521Test","checkCollpaseExpandCatchmentArabic_3521Test",""
"skipped","Thu Dec 04 16:27:17 IST 2025","Thu Dec 04 16:27:17 IST 2025","12","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyShowTotalPagination_UnitTransactionTable_TC7238","verifyShowTotalPagination_UnitTransactionTable_TC7238",""
"broken","Thu Dec 04 17:02:28 IST 2025","Thu Dec 04 17:04:05 IST 2025","97831","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","VerifyProjectNameInBlueColor_Arabic_ProjectsTable__WarehouseRental_TC9291","VerifyProjectNameInBlueColor_Arabic_ProjectsTable__WarehouseRental_TC9291",""
"passed","Thu Dec 04 19:19:08 IST 2025","Thu Dec 04 19:19:16 IST 2025","8066","Retail sector failed test cases Suite","Test","markets.CitySelectionPageTest","markets.CitySelectionPageTest","isCityPageDisplay_MKT_I241","isCityPageDisplay_MKT_I241",""
"skipped","Thu Dec 04 17:58:17 IST 2025","Thu Dec 04 17:58:17 IST 2025","2","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyTotalBuiltUpAreaForCurrentYear_TC3361","verifyTotalBuiltUpAreaForCurrentYear_TC3361",""
"passed","Thu Dec 04 17:28:27 IST 2025","Thu Dec 04 17:29:04 IST 2025","36945","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyDownloadMessage_ProjectsTable_WarehouseRental_TC9251","verifyDownloadMessage_ProjectsTable_WarehouseRental_TC9251",""
"skipped","Thu Dec 04 14:29:49 IST 2025","Thu Dec 04 14:29:49 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","verifyPaginationButtonFxnalityRentMallWise_4139_Test","verifyPaginationButtonFxnalityRentMallWise_4139_Test",""
"skipped","Thu Dec 04 16:21:16 IST 2025","Thu Dec 04 16:21:16 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyMapAndReportViewLabelAppearsOnHover_TC6670","verifyMapAndReportViewLabelAppearsOnHover_TC6670",""
"skipped","Thu Dec 04 17:56:42 IST 2025","Thu Dec 04 17:56:42 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyTotalBuiltUpAreaBox_TC3297","verifyTotalBuiltUpAreaBox_TC3297",""
"broken","Thu Dec 04 19:37:56 IST 2025","Thu Dec 04 19:37:56 IST 2025","2","Retail sector failed test cases Suite","Test","markets.NotificationTest","markets.NotificationTest","bmConfig","bmConfig",""
"skipped","Thu Dec 04 18:18:49 IST 2025","Thu Dec 04 18:18:49 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyValue_TotalBuiltupAreaBox_TC3393","verifyValue_TotalBuiltupAreaBox_TC3393",""
