"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 04 15:45:15 IST 2025","Thu Dec 04 15:45:58 IST 2025","43569","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","clickOnProjectAndExploreProject_6196Test","clickOnProjectAndExploreProject_6196Test",""
"broken","Thu Dec 04 15:01:50 IST 2025","Thu Dec 04 15:02:44 IST 2025","53976","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkMapLayersMulti_SelectArabic_4360Test","checkMapLayersMulti_SelectArabic_4360Test",""
"skipped","Thu Dec 04 18:02:53 IST 2025","Thu Dec 04 18:02:53 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyNextPageLabelAppearsOnHover_PropertiesTable_TC8954","verifyNextPageLabelAppearsOnHover_PropertiesTable_TC8954",""
"skipped","Thu Dec 04 16:31:49 IST 2025","Thu Dec 04 16:31:49 IST 2025","1","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyProperties_TotalPropertyTranactionBox_TC9557","verifyProperties_TotalPropertyTranactionBox_TC9557",""
"passed","Thu Dec 04 14:13:11 IST 2025","Thu Dec 04 14:13:46 IST 2025","34966","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkAverageValuesInTenants_7467Test","checkAverageValuesInTenants_7467Test",""
"skipped","Thu Dec 04 15:26:00 IST 2025","Thu Dec 04 15:26:00 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","loadSavedCatchment_1853Test","loadSavedCatchment_1853Test",""
"skipped","Thu Dec 04 16:30:31 IST 2025","Thu Dec 04 16:30:31 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyPreviousBtnFxnality_UnitTransactionTable_TC7321","verifyPreviousBtnFxnality_UnitTransactionTable_TC7321",""
"skipped","Thu Dec 04 14:27:44 IST 2025","Thu Dec 04 14:27:44 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkTenantsAllShowOnMapClickable_7444Test","checkTenantsAllShowOnMapClickable_7444Test",""
"broken","Thu Dec 04 14:24:47 IST 2025","Thu Dec 04 14:24:47 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","bmConfig","bmConfig",""
"skipped","Thu Dec 04 16:01:25 IST 2025","Thu Dec 04 16:01:25 IST 2025","0","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkCornersBox_8179Test","checkCornersBox_8179Test",""
"skipped","Thu Dec 04 14:23:14 IST 2025","Thu Dec 04 14:23:14 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkHiperlinkedAndColourRentMallWise_7657Test","checkHiperlinkedAndColourRentMallWise_7657Test",""
"skipped","Thu Dec 04 14:23:49 IST 2025","Thu Dec 04 14:23:49 IST 2025","1","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkPropertiesTableColumn_7412Test","checkPropertiesTableColumn_7412Test",""
"broken","Thu Dec 04 17:43:49 IST 2025","Thu Dec 04 17:44:01 IST 2025","11517","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyGradeWiseAvgValue_Arabic_WarehouseRental_TC11175","verifyGradeWiseAvgValue_Arabic_WarehouseRental_TC11175",""
"passed","Thu Dec 04 15:09:10 IST 2025","Thu Dec 04 15:09:44 IST 2025","33163","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkShowMapToolTip_5302Test","checkShowMapToolTip_5302Test",""
"skipped","Thu Dec 04 18:13:51 IST 2025","Thu Dec 04 18:13:51 IST 2025","2","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyNextBtnFxnality_PropertiesTable_TC9636","verifyNextBtnFxnality_PropertiesTable_TC9636",""
"passed","Thu Dec 04 19:19:41 IST 2025","Thu Dec 04 19:19:53 IST 2025","12485","Retail sector failed test cases Suite","Test","markets.CitySelectionPageTest","markets.CitySelectionPageTest","selectCityAndNavigateToReport_MKT_I241","selectCityAndNavigateToReport_MKT_I241",""
"skipped","Thu Dec 04 16:35:01 IST 2025","Thu Dec 04 16:35:01 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","VerifyPropertyNameInBlueColor_UnitTransactionsTable_TC9592","VerifyPropertyNameInBlueColor_UnitTransactionsTable_TC9592",""
"broken","Thu Dec 04 15:48:16 IST 2025","Thu Dec 04 15:50:27 IST 2025","131284","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","removeCatchment_1848Test","removeCatchment_1848Test",""
"broken","Thu Dec 04 17:16:54 IST 2025","Thu Dec 04 17:17:35 IST 2025","41317","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyAverageRentRateBoxForPreviousYear_TC10532","verifyAverageRentRateBoxForPreviousYear_TC10532",""
"skipped","Thu Dec 04 15:19:06 IST 2025","Thu Dec 04 15:19:06 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_MapTest","markets.Markets_MapTest","checkCollpaseExpandCatchment_3486Test","checkCollpaseExpandCatchment_3486Test",""
"skipped","Thu Dec 04 16:43:17 IST 2025","Thu Dec 04 16:43:17 IST 2025","0","Retail sector failed test cases Suite","Test","markets.OfficeSectorTest","markets.OfficeSectorTest","checkGraphHeadingGrossOfficeSpaceGradeWiseSqm_7497Test","checkGraphHeadingGrossOfficeSpaceGradeWiseSqm_7497Test",""
"skipped","Thu Dec 04 16:21:48 IST 2025","Thu Dec 04 16:21:48 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyDownloadLabelAppearsOnHover_UnitTransactionsTable_TC6672","verifyDownloadLabelAppearsOnHover_UnitTransactionsTable_TC6672",""
"broken","Thu Dec 04 14:15:15 IST 2025","Thu Dec 04 14:15:47 IST 2025","32706","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkCollapsibleIconRentUnitSizeWise_7013Test","checkCollapsibleIconRentUnitSizeWise_7013Test",""
"failed","Thu Dec 04 14:17:18 IST 2025","Thu Dec 04 14:17:52 IST 2025","34115","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkDepartmentsTableColumn_7436Test","checkDepartmentsTableColumn_7436Test",""
"skipped","Thu Dec 04 16:20:51 IST 2025","Thu Dec 04 16:20:51 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyMapViewLabelAppearsOnHover_TC6659","verifyMapViewLabelAppearsOnHover_TC6659",""
"passed","Thu Dec 04 14:06:07 IST 2025","Thu Dec 04 14:09:09 IST 2025","181331","Retail sector failed test cases Suite","Test","markets.ContactSaleTest","markets.ContactSaleTest","verifyContactSaleFxntiesPageMKT_I256","verifyContactSaleFxntiesPageMKT_I256",""
"skipped","Thu Dec 04 14:27:22 IST 2025","Thu Dec 04 14:27:22 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkShowResultsInDefaultValue_3870Test","checkShowResultsInDefaultValue_3870Test",""
"skipped","Thu Dec 04 18:02:37 IST 2025","Thu Dec 04 18:02:37 IST 2025","1","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyDownloadLabelAppearsOnHover_NeighborhoodTable_TC8950","verifyDownloadLabelAppearsOnHover_NeighborhoodTable_TC8950",""
"failed","Thu Dec 04 17:25:07 IST 2025","Thu Dec 04 17:26:35 IST 2025","87848","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyDetailsAfterExpansion_Arabic_ProjectsTable_WarehouseRental_TC9299","verifyDetailsAfterExpansion_Arabic_ProjectsTable_WarehouseRental_TC9299",""
"skipped","Thu Dec 04 14:25:27 IST 2025","Thu Dec 04 14:25:27 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkRentMallWiseTableColumn_5273Test","checkRentMallWiseTableColumn_5273Test",""
"skipped","Thu Dec 04 14:28:58 IST 2025","Thu Dec 04 14:28:58 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","varifyPropertiesTableTitleWithCount_7411Test","varifyPropertiesTableTitleWithCount_7411Test",""
"skipped","Thu Dec 04 16:25:27 IST 2025","Thu Dec 04 16:25:27 IST 2025","0","Retail sector failed test cases Suite","Test","markets.Markets_PaidTransactionReportTest","markets.Markets_PaidTransactionReportTest","verifyUnitTransactionCountInUIAndExcel_7011","verifyUnitTransactionCountInUIAndExcel_7011",""
"skipped","Thu Dec 04 14:22:14 IST 2025","Thu Dec 04 14:22:14 IST 2025","0","Retail sector failed test cases Suite","Test","markets.RetailSectorTest","markets.RetailSectorTest","checkDownloadedPropertiesTableExcelSheetColumns_7416Test","checkDownloadedPropertiesTableExcelSheetColumns_7416Test",""
"skipped","Thu Dec 04 18:16:07 IST 2025","Thu Dec 04 18:16:07 IST 2025","7","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyFirstBtnFxnality_PropertiesTable_TC9639","verifyFirstBtnFxnality_PropertiesTable_TC9639",""
"skipped","Thu Dec 04 16:03:44 IST 2025","Thu Dec 04 16:03:44 IST 2025","0","Retail sector failed test cases Suite","Test","markets.ResidentialPropertiesTest","markets.ResidentialPropertiesTest","checkSetbackBoxArabic_8178Test","checkSetbackBoxArabic_8178Test",""
"skipped","Thu Dec 04 17:55:22 IST 2025","Thu Dec 04 17:55:22 IST 2025","0","Retail sector failed test cases Suite","Test","markets.IndustrialPropertiesSectorTest","markets.IndustrialPropertiesSectorTest","verifyShowOnMapLabelAppearsOnHover_ProjectsTable_WarehouseRental_TC9274","verifyShowOnMapLabelAppearsOnHover_ProjectsTable_WarehouseRental_TC9274",""
